Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
52,Non-Travel,Human Resources,2,2,Marketing,3,Male,2,Laboratory Technician,3,Single,3025,4,Yes,16,2,3,0,20,3,2,11,12,7,5,No
41,Non-Travel,Research & Development,6,4,Other,2,Female,2,Research Scientist,3,Single,15666,9,Yes,21,4,2,0,4,1,2,11,15,7,18,Yes
50,Non-Travel,Human Resources,20,4,Medical,4,Male,4,Manager,4,Single,10601,3,No,17,4,1,0,39,5,1,25,0,13,4,Yes
49,Rarely,Human Resources,26,4,Medical,2,Male,1,Laboratory Technician,1,Divorced,14336,8,Yes,12,4,2,2,5,2,4,34,17,8,7,No
23,Rarely,Research & Development,4,2,Other,2,Male,4,Research Scientist,1,Single,5849,6,No,15,2,3,2,32,0,4,10,7,1,17,Yes
55,Frequently,Sales,29,3,Medical,3,Female,5,Human Resources,4,Married,11338,7,Yes,19,4,3,2,33,2,4,20,15,4,0,No
53,Rarely,Sales,27,4,Other,2,Female,4,Research Scientist,3,Single,4385,7,Yes,22,4,2,2,8,3,1,26,15,7,4,No
45,Frequently,Research & Development,27,1,Medical,1,Male,2,Laboratory Technician,2,Married,9089,5,No,17,1,4,1,39,1,1,0,2,11,18,No
49,Frequently,Sales,7,3,Life Sciences,1,Male,1,Human Resources,2,Divorced,5848,4,Yes,11,1,1,2,28,4,3,7,4,3,13,No
20,Frequently,Sales,21,4,Medical,1,Female,5,Laboratory Technician,1,Single,5274,3,No,24,4,2,1,8,2,3,33,15,6,11,No
57,Non-Travel,Sales,3,3,Marketing,3,Male,3,Manager,4,Single,4307,4,Yes,10,1,2,1,29,5,3,16,3,14,15,No
39,Frequently,Sales,9,4,Medical,2,Male,3,Manager,3,Divorced,7587,7,Yes,13,1,4,1,6,4,2,28,15,12,5,Yes
20,Frequently,Human Resources,6,2,Medical,4,Female,2,Research Scientist,2,Married,1285,0,No,10,1,3,1,12,2,2,13,7,13,16,No
26,Non-Travel,Sales,29,4,Medical,4,Female,2,Human Resources,3,Single,19072,3,No,22,1,1,1,3,3,2,15,14,8,13,No
47,Frequently,Human Resources,10,3,Other,1,Female,2,Laboratory Technician,1,Married,18805,1,Yes,18,2,2,2,26,4,1,9,9,5,8,No
32,Rarely,Sales,17,2,Marketing,4,Male,5,Sales Executive,1,Divorced,2293,9,No,11,2,3,1,0,2,3,31,18,13,4,No
22,Non-Travel,Sales,3,2,Medical,4,Female,5,Research Scientist,1,Single,8890,5,No,21,1,2,1,13,3,3,10,18,2,7,No
59,Frequently,Sales,28,1,Other,2,Female,4,Manager,3,Married,5960,1,Yes,18,3,3,0,0,2,4,21,3,14,17,Yes
24,Non-Travel,Research & Development,15,4,Technical Degree,3,Female,4,Manager,3,Married,5983,6,Yes,18,2,3,1,12,3,3,13,10,3,16,Yes
54,Frequently,Research & Development,26,2,Other,1,Male,1,Research Scientist,4,Divorced,17025,0,Yes,10,4,3,0,28,5,3,30,17,9,0,No
50,Non-Travel,Research & Development,27,1,Other,1,Female,2,Research Scientist,3,Single,14888,1,No,16,1,4,1,14,2,4,9,17,14,0,No
43,Non-Travel,Research & Development,17,4,Medical,1,Female,1,Human Resources,1,Single,4408,9,Yes,21,4,4,2,33,4,2,15,8,13,12,No
24,Frequently,Human Resources,3,3,Medical,2,Male,4,Human Resources,1,Married,14129,2,No,16,4,2,2,11,3,3,22,18,6,16,No
24,Frequently,Sales,19,3,Marketing,1,Female,4,Research Scientist,2,Divorced,16982,4,Yes,19,2,1,0,21,5,2,31,9,6,0,No
27,Frequently,Research & Development,2,2,Other,3,Male,4,Manager,2,Divorced,8485,7,Yes,21,3,3,2,37,5,3,8,14,10,11,No
28,Rarely,Research & Development,22,1,Marketing,3,Female,4,Research Scientist,4,Married,2499,0,Yes,14,2,2,1,30,0,1,11,3,12,14,Yes
46,Non-Travel,Sales,13,1,Marketing,2,Female,2,Human Resources,4,Married,11960,9,Yes,19,4,1,2,11,2,3,11,9,2,0,No
48,Rarely,Human Resources,4,3,Medical,3,Female,4,Laboratory Technician,4,Divorced,8057,3,No,10,4,1,2,6,5,3,4,18,12,13,No
26,Non-Travel,Human Resources,20,2,Marketing,2,Female,2,Human Resources,1,Divorced,17923,6,No,20,2,2,1,32,3,1,1,17,6,13,No
47,Frequently,Human Resources,13,3,Other,1,Male,1,Manager,3,Divorced,4251,5,No,15,4,1,2,15,2,2,21,2,11,17,No
51,Rarely,Research & Development,16,2,Medical,1,Male,4,Research Scientist,1,Married,5116,5,No,17,4,3,0,23,4,2,29,12,4,12,Yes
52,Rarely,Sales,17,4,Technical Degree,4,Male,1,Sales Executive,4,Married,5797,7,Yes,14,3,2,0,39,0,4,7,10,12,4,No
46,Rarely,Human Resources,6,2,Medical,1,Female,4,Laboratory Technician,3,Divorced,7304,3,No,20,1,2,0,32,3,4,30,6,9,13,No
55,Non-Travel,Research & Development,6,2,Technical Degree,4,Female,2,Human Resources,3,Married,8797,4,No,10,1,1,0,31,1,2,28,18,1,17,No
48,Frequently,Research & Development,24,4,Technical Degree,1,Female,5,Laboratory Technician,4,Single,19680,5,Yes,16,2,2,2,12,3,2,2,11,6,18,No
33,Frequently,Research & Development,22,2,Life Sciences,1,Female,1,Human Resources,1,Divorced,19516,8,No,10,4,1,2,20,2,4,1,1,11,17,No
49,Non-Travel,Sales,16,3,Medical,3,Female,5,Human Resources,3,Divorced,17002,6,No,19,3,4,2,9,2,1,25,12,9,8,No
23,Non-Travel,Human Resources,21,4,Life Sciences,2,Male,5,Human Resources,3,Single,13173,9,No,10,3,3,0,31,4,3,1,18,11,6,No
28,Rarely,Research & Development,14,2,Technical Degree,4,Female,4,Laboratory Technician,1,Single,9152,1,No,10,1,2,0,13,0,2,6,0,14,9,Yes
53,Frequently,Human Resources,17,4,Medical,3,Female,3,Manager,1,Married,14496,5,No,22,1,2,0,17,3,4,8,7,4,9,Yes
40,Frequently,Human Resources,24,2,Life Sciences,2,Female,3,Manager,3,Married,1164,0,No,21,4,4,1,8,4,1,9,15,6,14,No
22,Frequently,Sales,13,2,Marketing,3,Male,5,Human Resources,2,Single,6279,3,Yes,20,4,1,0,32,5,2,31,2,5,13,No
35,Rarely,Human Resources,7,2,Other,3,Male,4,Manager,4,Married,5470,0,Yes,12,2,1,2,37,2,2,24,11,2,4,Yes
23,Non-Travel,Research & Development,29,3,Technical Degree,2,Male,4,Research Scientist,4,Single,10780,1,Yes,15,1,2,0,36,1,3,31,16,11,0,Yes
47,Frequently,Research & Development,24,2,Life Sciences,3,Male,1,Research Scientist,1,Divorced,17012,7,Yes,13,1,2,1,18,4,1,17,5,7,12,No
28,Frequently,Human Resources,4,4,Other,3,Female,5,Human Resources,1,Divorced,9000,2,No,21,3,4,1,10,4,2,12,8,5,18,No
57,Non-Travel,Research & Development,13,3,Other,2,Female,3,Laboratory Technician,1,Divorced,11856,9,No,21,1,2,0,5,3,2,17,15,4,10,No
45,Non-Travel,Sales,16,1,Medical,3,Male,1,Human Resources,1,Divorced,2941,2,Yes,10,1,4,0,31,2,4,30,18,10,13,No
28,Rarely,Sales,9,4,Marketing,1,Female,4,Manager,4,Single,8837,6,No,19,2,1,2,26,3,3,3,6,7,13,No
22,Non-Travel,Research & Development,8,4,Medical,2,Female,2,Sales Executive,3,Married,17183,3,No,18,1,3,1,28,2,4,0,8,8,17,Yes
57,Frequently,Human Resources,11,3,Medical,4,Female,4,Manager,4,Single,1084,0,Yes,21,3,3,2,37,4,2,14,16,2,3,Yes
46,Non-Travel,Sales,27,3,Medical,3,Male,5,Laboratory Technician,4,Divorced,9327,5,Yes,23,2,3,1,34,3,1,7,15,3,6,Yes
30,Rarely,Sales,11,3,Marketing,2,Female,2,Laboratory Technician,1,Divorced,12687,8,Yes,17,4,4,0,20,5,4,8,18,3,3,No
50,Frequently,Research & Development,23,3,Marketing,4,Female,5,Research Scientist,3,Divorced,4291,8,No,22,2,2,0,32,4,2,24,12,2,7,No
24,Non-Travel,Research & Development,18,3,Technical Degree,3,Female,4,Research Scientist,3,Married,18934,2,Yes,14,4,3,1,38,3,3,17,10,14,5,No
33,Rarely,Human Resources,15,4,Marketing,1,Male,3,Sales Executive,1,Married,13077,8,No,13,1,2,2,26,4,3,14,7,3,0,No
42,Frequently,Human Resources,24,3,Technical Degree,4,Female,1,Sales Executive,2,Married,5881,0,No,15,2,2,0,18,3,3,23,15,3,17,No
27,Rarely,Human Resources,12,2,Life Sciences,2,Female,1,Manager,1,Single,2952,1,No,13,1,3,1,24,5,3,6,16,10,0,No
49,Rarely,Research & Development,10,3,Technical Degree,4,Female,2,Sales Executive,2,Divorced,5816,6,No,20,3,1,2,16,5,2,2,14,10,4,No
40,Frequently,Research & Development,12,4,Medical,3,Female,3,Laboratory Technician,2,Single,18653,7,Yes,23,2,1,1,13,4,4,5,10,8,18,Yes
52,Non-Travel,Research & Development,2,4,Medical,3,Female,3,Research Scientist,3,Divorced,10725,8,Yes,11,1,4,0,9,2,2,24,18,11,9,No
57,Frequently,Human Resources,15,2,Marketing,1,Female,1,Manager,1,Married,11731,9,No,18,3,2,1,22,0,2,1,9,1,19,No
21,Non-Travel,Research & Development,5,2,Life Sciences,1,Female,4,Laboratory Technician,2,Divorced,10996,1,No,24,4,4,0,32,0,4,23,18,1,16,No
57,Rarely,Research & Development,21,1,Marketing,4,Female,1,Laboratory Technician,1,Single,12166,9,No,23,1,2,1,11,4,2,21,9,9,7,No
29,Non-Travel,Sales,27,4,Other,2,Male,1,Human Resources,4,Married,12330,3,Yes,15,4,2,1,13,3,3,11,16,13,11,No
56,Frequently,Research & Development,8,3,Marketing,1,Female,5,Manager,1,Single,19228,3,No,12,4,3,2,31,2,1,31,5,11,16,No
32,Non-Travel,Sales,10,2,Technical Degree,2,Male,4,Human Resources,2,Divorced,6942,3,Yes,12,4,4,0,31,0,3,33,8,3,10,No
51,Rarely,Human Resources,25,2,Technical Degree,2,Female,2,Human Resources,2,Divorced,15643,8,No,12,3,1,2,7,5,2,6,2,2,8,No
37,Frequently,Research & Development,8,3,Medical,4,Female,5,Human Resources,4,Single,14494,8,No,14,2,1,1,32,3,1,28,9,7,14,No
26,Frequently,Research & Development,8,1,Life Sciences,2,Male,3,Manager,3,Married,8973,1,No,10,4,2,2,17,4,4,29,8,6,10,No
54,Frequently,Research & Development,29,2,Technical Degree,1,Male,2,Sales Executive,3,Single,6837,4,No,21,1,4,2,26,2,1,34,1,8,9,No
18,Frequently,Human Resources,2,2,Marketing,4,Male,2,Research Scientist,2,Single,9338,2,Yes,10,3,2,1,13,2,2,16,12,1,16,Yes
30,Frequently,Research & Development,7,3,Other,3,Male,1,Manager,1,Single,13303,8,No,15,2,3,1,34,3,4,18,13,10,8,Yes
33,Frequently,Research & Development,22,3,Marketing,4,Female,2,Human Resources,4,Married,8820,8,No,15,3,4,1,20,2,3,23,5,0,17,No
59,Non-Travel,Sales,15,4,Life Sciences,4,Male,5,Human Resources,1,Divorced,2653,8,No,14,3,4,0,0,1,2,3,8,11,8,Yes
36,Non-Travel,Research & Development,22,4,Medical,1,Female,5,Laboratory Technician,1,Divorced,11033,0,Yes,19,4,1,0,27,4,2,13,10,8,8,No
34,Non-Travel,Sales,22,2,Medical,2,Female,4,Research Scientist,4,Divorced,19033,5,No,12,3,4,2,25,4,3,20,16,5,9,No
56,Non-Travel,Research & Development,1,3,Medical,2,Male,2,Human Resources,3,Divorced,7995,3,Yes,16,3,4,1,9,5,3,24,19,3,15,No
27,Frequently,Human Resources,15,2,Technical Degree,2,Female,1,Sales Executive,4,Divorced,14663,3,No,10,4,3,2,26,1,1,32,7,0,5,No
52,Non-Travel,Sales,21,4,Life Sciences,2,Male,2,Research Scientist,1,Married,16156,7,No,17,1,2,0,10,2,1,23,3,0,9,No
53,Frequently,Research & Development,16,3,Technical Degree,2,Female,4,Sales Executive,2,Married,16647,0,Yes,18,1,4,2,32,1,1,15,4,14,12,No
34,Frequently,Sales,9,1,Other,4,Male,4,Laboratory Technician,4,Divorced,17565,0,No,10,4,3,0,19,2,4,11,12,8,19,No
54,Rarely,Human Resources,28,3,Medical,2,Male,5,Manager,4,Married,14788,0,No,22,2,4,0,20,5,2,0,5,9,4,No
46,Rarely,Research & Development,18,3,Other,4,Male,1,Manager,2,Married,7958,6,Yes,16,4,4,0,30,5,3,11,4,5,1,No
47,Frequently,Research & Development,26,4,Life Sciences,3,Female,3,Research Scientist,2,Divorced,11420,3,Yes,16,2,2,2,37,4,4,1,0,13,8,Yes
20,Rarely,Research & Development,25,3,Other,2,Female,1,Research Scientist,3,Married,9291,7,Yes,10,1,4,1,13,1,3,16,19,10,16,No
47,Rarely,Sales,18,1,Marketing,4,Male,4,Laboratory Technician,4,Single,13329,2,Yes,18,3,2,2,33,0,2,4,12,0,8,Yes
23,Non-Travel,Sales,23,1,Medical,2,Female,1,Research Scientist,2,Divorced,14507,3,No,18,2,3,0,27,1,3,32,10,8,4,No
52,Rarely,Research & Development,9,1,Other,3,Male,4,Research Scientist,2,Single,2184,1,No,18,1,2,1,7,1,4,23,15,6,17,No
44,Frequently,Sales,8,4,Medical,4,Female,3,Research Scientist,4,Married,8141,7,No,18,1,3,1,2,1,3,28,10,14,3,No
58,Rarely,Human Resources,14,4,Technical Degree,1,Female,4,Human Resources,3,Married,19102,4,No,13,2,3,2,20,5,3,29,6,5,15,No
43,Rarely,Research & Development,4,3,Life Sciences,1,Male,4,Research Scientist,2,Married,18032,4,Yes,17,2,2,1,11,0,1,33,6,10,14,Yes
42,Frequently,Research & Development,27,4,Medical,3,Male,4,Research Scientist,4,Divorced,11663,9,Yes,14,1,3,2,27,2,4,25,6,2,14,No
35,Non-Travel,Human Resources,20,3,Technical Degree,3,Male,4,Human Resources,2,Divorced,14865,6,Yes,19,3,4,1,27,0,3,13,4,9,17,No
42,Rarely,Research & Development,14,4,Medical,3,Male,2,Laboratory Technician,4,Married,3581,3,Yes,17,3,2,1,35,2,4,11,14,13,5,No
26,Non-Travel,Research & Development,19,4,Marketing,2,Male,2,Sales Executive,3,Single,8263,8,Yes,20,3,2,1,28,4,1,5,1,2,15,Yes
34,Non-Travel,Research & Development,17,1,Life Sciences,1,Male,1,Sales Executive,2,Divorced,16942,5,Yes,22,1,1,2,6,2,3,13,19,10,16,No
47,Rarely,Sales,7,4,Medical,3,Male,1,Manager,3,Single,3504,1,No,15,2,3,1,10,0,2,19,16,5,17,No
26,Non-Travel,Human Resources,10,2,Life Sciences,1,Male,5,Sales Executive,1,Divorced,13399,0,Yes,18,4,4,2,1,0,4,31,19,6,1,Yes
55,Non-Travel,Research & Development,25,1,Other,2,Male,2,Manager,4,Single,17011,4,Yes,21,2,4,1,16,3,1,20,17,2,1,Yes
36,Frequently,Human Resources,13,3,Technical Degree,2,Male,4,Laboratory Technician,4,Divorced,17638,9,No,10,1,4,0,36,3,1,0,5,7,14,Yes
26,Rarely,Research & Development,11,1,Other,3,Male,1,Sales Executive,2,Married,12289,3,Yes,11,1,3,0,23,5,4,31,4,8,9,No
52,Rarely,Sales,14,4,Marketing,1,Male,3,Human Resources,2,Married,12155,0,No,24,3,3,2,2,5,2,25,16,14,5,No
49,Frequently,Sales,25,2,Medical,2,Male,3,Research Scientist,3,Married,19744,6,No,24,2,3,0,12,5,1,17,9,1,13,Yes
23,Frequently,Human Resources,6,1,Life Sciences,3,Female,5,Manager,3,Divorced,7654,6,Yes,23,4,1,0,20,3,2,9,12,3,4,Yes
43,Frequently,Sales,15,3,Life Sciences,1,Female,1,Manager,2,Divorced,6315,6,Yes,12,2,2,2,31,2,2,14,15,10,15,No
43,Non-Travel,Sales,10,4,Medical,3,Male,2,Human Resources,3,Single,11140,1,No,10,3,4,0,37,3,4,1,16,14,19,Yes
18,Non-Travel,Sales,17,2,Marketing,4,Female,1,Laboratory Technician,3,Married,15810,6,Yes,21,2,1,2,14,1,3,3,4,6,17,No
44,Rarely,Sales,26,3,Medical,4,Male,2,Research Scientist,2,Married,4046,3,No,12,4,1,2,3,1,3,2,5,3,15,No
41,Frequently,Human Resources,24,4,Medical,1,Male,3,Research Scientist,4,Married,16136,4,No,17,1,1,1,3,1,3,30,11,8,15,Yes
19,Non-Travel,Research & Development,1,3,Technical Degree,4,Female,2,Manager,2,Single,7076,4,Yes,16,4,1,2,6,4,2,9,5,14,15,Yes
55,Frequently,Human Resources,7,4,Life Sciences,3,Female,5,Sales Executive,2,Married,8407,7,No,18,2,2,2,36,3,3,23,0,6,12,No
46,Frequently,Research & Development,24,2,Marketing,3,Female,1,Research Scientist,2,Single,3073,1,No,24,4,3,2,14,2,3,21,8,0,11,No
41,Rarely,Sales,12,2,Medical,2,Male,1,Laboratory Technician,4,Married,7731,5,Yes,11,3,1,2,33,4,3,15,1,3,17,No
53,Rarely,Human Resources,17,2,Other,2,Female,1,Laboratory Technician,2,Single,18743,1,No,10,2,3,1,20,5,4,25,15,2,9,No
56,Non-Travel,Human Resources,16,1,Life Sciences,4,Female,2,Laboratory Technician,1,Married,2967,3,Yes,22,1,3,0,32,5,1,21,13,12,9,Yes
34,Non-Travel,Research & Development,29,2,Medical,4,Male,2,Research Scientist,1,Single,15968,0,Yes,18,2,1,2,4,2,3,10,13,10,10,No
21,Rarely,Human Resources,29,3,Other,1,Female,3,Laboratory Technician,2,Single,3555,6,No,24,2,3,2,1,1,4,31,4,11,7,No
34,Rarely,Human Resources,27,2,Other,2,Female,1,Human Resources,4,Single,3163,8,No,13,2,3,1,7,1,4,28,10,5,7,No
48,Frequently,Human Resources,29,4,Medical,2,Female,1,Laboratory Technician,3,Married,9490,1,Yes,23,1,4,0,31,1,2,28,4,12,17,Yes
38,Non-Travel,Sales,5,2,Life Sciences,2,Male,5,Manager,4,Divorced,7900,2,Yes,15,1,3,0,3,2,4,23,10,5,13,No
20,Non-Travel,Human Resources,24,3,Medical,2,Male,5,Laboratory Technician,3,Single,14218,2,No,22,1,2,2,29,4,2,0,19,2,3,Yes
35,Non-Travel,Research & Development,4,2,Life Sciences,4,Male,2,Research Scientist,4,Single,9833,7,No,15,1,1,1,29,4,4,17,11,10,12,No
31,Frequently,Sales,3,4,Medical,1,Male,5,Manager,4,Single,14859,2,Yes,16,1,3,0,11,3,2,2,17,3,9,No
34,Rarely,Research & Development,8,1,Marketing,3,Female,4,Human Resources,4,Divorced,2010,3,No,23,3,3,2,0,4,1,6,3,0,16,No
51,Rarely,Human Resources,15,3,Technical Degree,2,Female,2,Laboratory Technician,1,Single,8614,1,Yes,17,4,3,0,16,1,4,23,6,5,5,Yes
36,Rarely,Human Resources,23,1,Other,2,Female,3,Laboratory Technician,1,Married,19079,2,Yes,17,4,2,0,30,2,4,19,12,14,11,Yes
57,Frequently,Research & Development,23,4,Medical,3,Male,1,Human Resources,2,Divorced,9748,0,No,13,3,1,2,15,4,1,2,4,5,15,No
44,Rarely,Human Resources,12,2,Medical,1,Male,4,Laboratory Technician,2,Married,6616,9,No,18,4,2,2,39,5,4,7,11,9,16,No
44,Rarely,Human Resources,18,1,Medical,1,Female,1,Laboratory Technician,4,Married,13446,7,Yes,18,3,2,1,0,1,2,0,4,10,9,No
53,Frequently,Sales,26,1,Medical,2,Male,5,Manager,2,Single,4153,0,Yes,22,4,2,2,33,0,1,27,7,7,7,No
57,Rarely,Research & Development,14,2,Medical,3,Female,2,Sales Executive,3,Single,10818,9,No,18,1,3,1,2,2,3,20,12,1,13,No
52,Rarely,Sales,8,2,Life Sciences,4,Female,2,Laboratory Technician,4,Married,9464,8,No,21,4,1,0,20,1,1,3,7,10,6,No
39,Frequently,Research & Development,28,4,Medical,3,Female,2,Laboratory Technician,1,Divorced,3919,7,No,24,2,2,1,14,2,4,21,7,5,0,No
35,Rarely,Sales,9,2,Other,4,Male,5,Manager,3,Single,3067,1,Yes,19,4,3,0,0,3,4,13,0,13,7,No
25,Frequently,Human Resources,23,4,Life Sciences,4,Female,2,Sales Executive,4,Married,14876,9,No,24,2,4,0,39,2,1,25,7,2,17,No
33,Non-Travel,Sales,27,3,Marketing,4,Male,3,Manager,4,Single,7329,4,No,15,1,3,2,19,5,1,20,2,5,15,No
59,Non-Travel,Research & Development,21,2,Marketing,3,Female,1,Manager,2,Married,16562,1,Yes,15,4,2,2,14,5,2,11,18,0,14,No
51,Frequently,Human Resources,16,1,Life Sciences,4,Male,1,Sales Executive,1,Divorced,4368,0,No,13,3,1,0,28,0,2,26,19,9,19,No
52,Frequently,Human Resources,27,1,Medical,2,Male,4,Laboratory Technician,1,Divorced,15086,4,No,13,3,1,1,9,1,1,11,12,12,11,No
30,Non-Travel,Research & Development,20,1,Medical,3,Female,4,Manager,4,Single,5016,7,No,23,4,4,2,34,0,2,18,19,5,0,No
36,Frequently,Human Resources,7,3,Medical,2,Female,4,Laboratory Technician,2,Married,12026,7,Yes,24,1,2,0,2,4,4,1,17,9,10,No
48,Non-Travel,Human Resources,15,4,Medical,1,Male,1,Research Scientist,1,Divorced,17288,6,No,19,2,2,1,17,3,1,22,5,7,12,No
23,Rarely,Research & Development,11,1,Other,4,Female,1,Manager,4,Single,3551,5,Yes,10,4,3,2,14,2,2,11,16,2,17,Yes
29,Frequently,Sales,27,4,Medical,1,Male,3,Sales Executive,2,Single,17688,8,No,21,3,3,1,39,4,4,33,9,3,13,No
33,Rarely,Human Resources,5,2,Marketing,4,Female,5,Manager,4,Single,14721,1,Yes,18,1,3,1,20,1,4,6,18,7,2,Yes
21,Frequently,Sales,10,4,Technical Degree,2,Female,2,Research Scientist,2,Single,17905,0,No,10,2,3,1,38,5,1,5,11,6,4,No
57,Rarely,Human Resources,3,3,Other,1,Female,5,Laboratory Technician,4,Single,9967,9,No,23,4,1,0,20,2,2,24,5,2,9,No
39,Rarely,Human Resources,26,2,Medical,1,Male,1,Manager,2,Single,10965,6,Yes,22,4,1,2,7,3,1,32,9,12,2,No
28,Frequently,Human Resources,21,1,Other,3,Male,3,Sales Executive,4,Single,18044,1,No,12,4,4,0,19,2,4,1,12,12,1,No
45,Frequently,Human Resources,17,1,Marketing,1,Male,2,Human Resources,3,Single,6543,0,No,14,3,3,0,23,0,2,28,4,0,14,No
39,Frequently,Sales,18,4,Technical Degree,1,Male,1,Laboratory Technician,4,Married,13910,2,No,15,3,3,0,32,4,3,27,10,7,16,No
25,Non-Travel,Sales,11,4,Marketing,4,Female,5,Manager,3,Divorced,6203,2,Yes,10,3,1,2,11,2,2,6,0,10,8,Yes
19,Frequently,Sales,19,3,Technical Degree,4,Male,1,Research Scientist,3,Married,13475,8,No,17,2,2,2,25,4,4,4,0,12,18,No
28,Rarely,Sales,13,1,Medical,3,Male,4,Research Scientist,2,Married,5682,5,Yes,11,3,4,1,22,3,4,30,3,10,15,No
41,Non-Travel,Research & Development,29,4,Other,1,Male,2,Research Scientist,1,Married,14548,9,No,21,2,4,2,27,5,3,14,14,2,5,Yes
28,Frequently,Human Resources,5,2,Other,4,Female,4,Manager,2,Married,4123,6,Yes,19,2,3,1,10,0,4,19,12,1,2,No
34,Frequently,Research & Development,23,1,Medical,2,Male,3,Human Resources,4,Single,16952,3,Yes,24,2,2,0,16,1,3,24,8,0,3,No
40,Frequently,Human Resources,15,1,Medical,4,Male,1,Manager,1,Single,18654,4,Yes,17,3,1,0,3,2,4,9,15,9,7,Yes
18,Frequently,Human Resources,15,4,Life Sciences,2,Female,5,Sales Executive,3,Married,18096,1,No,13,3,1,1,15,0,2,6,7,4,17,No
43,Rarely,Research & Development,29,4,Medical,4,Female,3,Laboratory Technician,1,Single,18430,5,Yes,14,3,1,1,21,3,1,8,12,6,4,Yes
26,Frequently,Sales,26,1,Other,1,Female,1,Sales Executive,2,Single,13777,4,Yes,17,1,4,1,2,5,2,19,14,2,6,No
44,Rarely,Sales,20,1,Other,1,Male,2,Research Scientist,4,Married,11161,3,Yes,12,3,3,1,25,1,3,2,2,13,4,Yes
49,Frequently,Research & Development,26,1,Technical Degree,2,Female,1,Manager,3,Divorced,12593,3,Yes,22,2,3,2,0,4,1,7,4,12,0,No
18,Rarely,Human Resources,18,3,Marketing,1,Female,5,Sales Executive,1,Divorced,3543,7,No,16,4,3,2,27,1,3,15,1,6,5,No
20,Rarely,Research & Development,6,2,Medical,3,Female,5,Sales Executive,3,Single,12772,0,Yes,18,2,4,0,31,3,2,27,4,11,17,No
18,Rarely,Research & Development,23,4,Other,1,Female,1,Manager,1,Divorced,14986,0,No,18,1,1,2,32,5,2,19,0,6,6,No
41,Rarely,Sales,23,1,Technical Degree,4,Male,2,Research Scientist,1,Married,4857,2,Yes,19,2,2,1,5,3,4,22,2,4,7,No
55,Non-Travel,Sales,9,2,Technical Degree,1,Female,1,Manager,1,Married,2783,1,No,24,1,2,2,29,1,3,21,18,1,4,No
52,Rarely,Sales,22,1,Medical,1,Female,4,Laboratory Technician,1,Divorced,6642,3,No,24,3,3,0,17,0,4,21,8,3,19,No
44,Non-Travel,Human Resources,24,2,Other,4,Female,5,Sales Executive,2,Single,1594,5,Yes,11,3,4,0,17,4,4,14,10,0,5,No
40,Frequently,Sales,16,1,Technical Degree,4,Female,1,Human Resources,1,Married,9548,9,Yes,21,3,3,0,33,4,1,17,18,2,13,No
18,Rarely,Sales,28,2,Life Sciences,4,Male,5,Laboratory Technician,2,Single,2466,7,Yes,10,4,4,1,37,5,4,13,9,5,15,No
43,Rarely,Research & Development,18,4,Medical,2,Female,1,Laboratory Technician,4,Divorced,5787,8,Yes,23,3,4,2,32,5,2,4,18,7,18,No
26,Rarely,Human Resources,3,2,Marketing,4,Female,4,Sales Executive,3,Married,10748,0,No,13,4,4,0,17,3,2,15,11,12,11,No
41,Rarely,Research & Development,13,2,Other,4,Female,1,Laboratory Technician,4,Divorced,13198,5,Yes,21,2,2,2,8,5,2,11,18,14,10,No
45,Frequently,Research & Development,1,2,Technical Degree,2,Male,2,Research Scientist,4,Single,19640,4,No,17,4,2,0,32,4,3,7,14,7,18,No
20,Non-Travel,Research & Development,20,2,Marketing,1,Female,4,Manager,2,Single,11357,9,Yes,21,4,4,1,18,3,3,4,4,13,11,No
53,Rarely,Human Resources,16,4,Other,2,Male,2,Manager,3,Single,3164,3,No,22,2,4,1,24,1,2,4,5,14,9,No
37,Non-Travel,Human Resources,26,1,Life Sciences,3,Male,1,Manager,3,Divorced,5251,5,No,22,3,2,2,36,1,4,32,17,4,11,No
59,Rarely,Sales,3,4,Technical Degree,4,Female,5,Manager,4,Single,11181,4,No,16,2,3,1,17,5,2,14,2,10,16,No
56,Rarely,Human Resources,16,4,Other,2,Male,5,Laboratory Technician,1,Divorced,3042,6,No,13,1,4,0,5,0,3,23,8,3,10,No
43,Non-Travel,Human Resources,17,1,Technical Degree,1,Female,1,Human Resources,3,Divorced,18124,5,Yes,24,2,1,2,30,2,2,34,14,14,18,No
49,Frequently,Human Resources,16,2,Medical,4,Male,3,Manager,3,Divorced,12787,4,No,16,1,4,0,36,1,3,24,15,7,19,Yes
56,Non-Travel,Human Resources,20,3,Other,1,Male,4,Manager,3,Divorced,17365,8,Yes,22,2,2,1,27,3,1,22,10,10,19,No
22,Rarely,Human Resources,6,3,Marketing,3,Male,2,Research Scientist,2,Married,12719,6,Yes,17,3,4,2,25,5,1,8,5,9,16,Yes
59,Frequently,Sales,9,3,Marketing,3,Female,3,Laboratory Technician,2,Married,17686,2,No,24,4,1,2,35,5,3,31,2,5,10,No
